+--------+--------+---------+--------+-------+---------------+---------------+---------------+---------------+
| cust   | prod   |   month |   year |   day |   sum_1_quant |   max_1_quant |   sum_2_quant |   max_2_quant |
| Helen  | Ice    |       1 |   2016 |     5 |           768 |           768 |           768 |           768 |
| Wally  | Cherry |       4 |   2018 |    11 |           531 |           531 |           531 |           531 |
| Chae   | Cherry |       5 |   2016 |    11 |           357 |           357 |           357 |           357 |
| Mia    | Cherry |       9 |   2020 |     6 |           355 |           355 |           355 |           355 |
| Emily  | Dates  |       4 |   2019 |     3 |           661 |           661 |           661 |           661 |
| Mia    | Grapes |       3 |   2017 |    27 |           322 |           322 |           322 |           322 |
| Sam    | Butter |       3 |   2018 |    29 |           142 |           142 |           142 |           142 |
| Wally  | Apple  |       6 |   2017 |     8 |            44 |            44 |            44 |            44 |
| Helen  | Ham    |       7 |   2016 |    26 |           198 |           198 |           198 |           198 |
| Mia    | Butter |       5 |   2017 |    29 |           540 |           520 |           540 |           520 |
| Mia    | Jelly  |      12 |   2019 |     7 |           371 |           371 |           371 |           371 |
| Mia    | Ice    |       8 |   2019 |     5 |           519 |           519 |           519 |           519 |
| Chae   | Eggs   |       2 |   2017 |    27 |            44 |            44 |            44 |            44 |
| Emily  | Jelly  |      10 |   2017 |    25 |           756 |           756 |           756 |           756 |
| Claire | Butter |       3 |   2020 |     9 |           797 |           797 |           797 |           797 |
| Boo    | Dates  |       4 |   2016 |    22 |           402 |           402 |           402 |           402 |
| Dan    | Grapes |      11 |   2020 |    15 |           572 |           572 |           572 |           572 |
| Mia    | Butter |       6 |   2018 |     2 |           917 |           917 |           917 |           917 |
| Dan    | Grapes |       4 |   2020 |    22 |            47 |            47 |            47 |            47 |
| Dan    | Ice    |       1 |   2016 |    15 |           515 |           515 |           515 |           515 |
| Dan    | Dates  |       3 |   2017 |     7 |           287 |           287 |           287 |           287 |
| Wally  | Eggs   |       7 |   2020 |    19 |            51 |            51 |            51 |            51 |
| Chae   | Cherry |       4 |   2017 |    15 |           715 |           715 |           715 |           715 |
| Mia    | Ham    |      11 |   2019 |     7 |           188 |           188 |           188 |           188 |
| Chae   | Ice    |       3 |   2017 |    18 |           956 |           956 |           956 |           956 |
| Sam    | Fish   |      10 |   2017 |    24 |           133 |           133 |           133 |           133 |
| Claire | Eggs   |       7 |   2017 |    14 |           246 |           246 |           246 |           246 |
| Dan    | Dates  |       1 |   2016 |    14 |           544 |           544 |           544 |           544 |
| Helen  | Grapes |      10 |   2016 |    13 |           841 |           841 |           841 |           841 |
| Claire | Butter |       4 |   2018 |     6 |           818 |           818 |           818 |           818 |
| Chae   | Ham    |       1 |   2017 |     2 |           720 |           720 |           720 |           720 |
| Wally  | Dates  |       2 |   2019 |    26 |           575 |           575 |           575 |           575 |
| Emily  | Ice    |       2 |   2016 |    18 |           816 |           816 |           816 |           816 |
| Chae   | Fish   |       9 |   2020 |     8 |           826 |           826 |           826 |           826 |
| Wally  | Ham    |       8 |   2018 |     2 |           106 |           106 |           106 |           106 |
| Sam    | Ice    |      12 |   2017 |    19 |           898 |           898 |           898 |           898 |
| Mia    | Jelly  |      10 |   2017 |    28 |            92 |            92 |            92 |            92 |
| Mia    | Ice    |      12 |   2019 |    23 |           418 |           418 |           418 |           418 |
| Claire | Dates  |       7 |   2019 |     1 |           949 |           949 |           949 |           949 |
| Dan    | Jelly  |       6 |   2017 |    19 |           616 |           616 |           616 |           616 |
| Mia    | Eggs   |       8 |   2019 |    22 |           344 |           344 |           344 |           344 |
| Chae   | Grapes |      12 |   2019 |    17 |           845 |           845 |           845 |           845 |
| Wally  | Eggs   |      10 |   2018 |    28 |           245 |           245 |           245 |           245 |
| Claire | Dates  |       2 |   2019 |     4 |           127 |           127 |           127 |           127 |
| Mia    | Apple  |       2 |   2017 |     7 |           443 |           443 |           443 |           443 |
| Boo    | Apple  |       6 |   2020 |    21 |           844 |           844 |           844 |           844 |
| Mia    | Ham    |       9 |   2018 |    10 |            26 |            26 |            26 |            26 |
| Boo    | Apple  |       3 |   2020 |    27 |             8 |             8 |             8 |             8 |
| Dan    | Eggs   |      10 |   2016 |    13 |            35 |            35 |            35 |            35 |
| Claire | Ham    |      10 |   2019 |    29 |           651 |           651 |           651 |           651 |
| Chae   | Butter |      12 |   2019 |     8 |           400 |           400 |           400 |           400 |
| Chae   | Cherry |       4 |   2019 |     2 |           924 |           924 |           924 |           924 |
| Dan    | Cherry |      12 |   2019 |    29 |           300 |           300 |           300 |           300 |
| Emily  | Ice    |      10 |   2019 |    31 |           407 |           407 |           407 |           407 |
| Wally  | Apple  |       6 |   2018 |    28 |           173 |           173 |           173 |           173 |
| Dan    | Apple  |      10 |   2019 |     6 |           925 |           925 |           925 |           925 |
| Dan    | Ice    |       1 |   2020 |    29 |           930 |           930 |           930 |           930 |
| Emily  | Grapes |       9 |   2017 |    26 |           785 |           785 |           785 |           785 |
| Emily  | Fish   |      11 |   2020 |     6 |           490 |           490 |           490 |           490 |
| Dan    | Cherry |       7 |   2020 |     3 |           124 |           124 |           124 |           124 |
| Dan    | Grapes |       9 |   2018 |    11 |           966 |           966 |           966 |           966 |
| Helen  | Eggs   |       1 |   2020 |    31 |           736 |           736 |           736 |           736 |
| Emily  | Fish   |       5 |   2017 |    24 |           534 |           534 |           534 |           534 |
| Helen  | Apple  |       9 |   2017 |     6 |           285 |           285 |           285 |           285 |
| Dan    | Butter |       7 |   2017 |    17 |           107 |           107 |           107 |           107 |
| Helen  | Jelly  |       5 |   2017 |    21 |           361 |           361 |           361 |           361 |
| Wally  | Eggs   |      11 |   2017 |    19 |           434 |           434 |           434 |           434 |
| Dan    | Cherry |       6 |   2018 |     1 |           651 |           651 |           651 |           651 |
| Dan    | Grapes |       2 |   2020 |    27 |           261 |           261 |           261 |           261 |
| Emily  | Ham    |       6 |   2018 |     7 |           194 |           194 |           194 |           194 |
| Sam    | Dates  |       1 |   2018 |    31 |           203 |           203 |           203 |           203 |
| Emily  | Fish   |      12 |   2019 |    27 |           130 |           130 |           130 |           130 |
| Boo    | Grapes |       3 |   2020 |    12 |           680 |           680 |           680 |           680 |
| Dan    | Ice    |       3 |   2020 |    19 |           886 |           886 |           886 |           886 |
| Mia    | Jelly  |      12 |   2017 |    23 |           622 |           622 |           622 |           622 |
| Helen  | Ham    |       8 |   2016 |    20 |            20 |            20 |            20 |            20 |
| Chae   | Butter |       5 |   2018 |    25 |           636 |           636 |           636 |           636 |
| Helen  | Grapes |       8 |   2020 |    27 |           311 |           311 |           311 |           311 |
| Sam    | Ice    |       1 |   2016 |     4 |           519 |           519 |           519 |           519 |
| Wally  | Cherry |       7 |   2017 |    26 |           639 |           639 |           639 |           639 |
| Wally  | Fish   |       9 |   2020 |     7 |           967 |           967 |           967 |           967 |
| Boo    | Ice    |       1 |   2020 |    17 |           832 |           832 |           832 |           832 |
| Wally  | Fish   |       1 |   2016 |    16 |           871 |           871 |           871 |           871 |
| Helen  | Dates  |      11 |   2020 |    13 |           749 |           749 |           749 |           749 |
| Wally  | Fish   |       8 |   2017 |    22 |           405 |           405 |           405 |           405 |
| Boo    | Ham    |       1 |   2019 |    24 |           327 |           327 |           327 |           327 |
| Helen  | Dates  |       1 |   2017 |    18 |           447 |           447 |           447 |           447 |
| Chae   | Cherry |      12 |   2018 |    16 |           387 |           387 |           387 |           387 |
| Chae   | Butter |       7 |   2020 |     2 |           431 |           431 |           431 |           431 |
| Wally  | Ice    |       8 |   2020 |    16 |           835 |           835 |           835 |           835 |
| Wally  | Dates  |       2 |   2017 |     9 |           139 |           139 |           139 |           139 |
| Boo    | Apple  |      11 |   2016 |     8 |           191 |           191 |           191 |           191 |
| Claire | Eggs   |      12 |   2018 |     8 |            91 |            91 |            91 |            91 |
| Sam    | Ham    |      10 |   2016 |    19 |           808 |           808 |           808 |           808 |
| Dan    | Fish   |       8 |   2016 |    22 |           635 |           635 |           635 |           635 |
| Claire | Fish   |       2 |   2018 |     2 |           343 |           343 |           343 |           343 |
| Mia    | Jelly  |       3 |   2020 |    23 |           399 |           399 |           399 |           399 |
| Claire | Jelly  |       9 |   2017 |    22 |           799 |           799 |           799 |           799 |
| Claire | Butter |       3 |   2016 |     4 |           198 |           198 |           198 |           198 |
| Mia    | Apple  |       7 |   2020 |    12 |           393 |           393 |           393 |           393 |
| Chae   | Butter |       7 |   2016 |    13 |           458 |           458 |           458 |           458 |
| Boo    | Dates  |       6 |   2018 |     1 |           507 |           507 |           507 |           507 |
| Emily  | Eggs   |      11 |   2019 |     4 |           367 |           367 |           367 |           367 |
| Chae   | Jelly  |      12 |   2018 |    24 |           847 |           847 |           847 |           847 |
| Emily  | Eggs   |       3 |   2016 |     8 |           390 |           390 |           390 |           390 |
| Dan    | Dates  |      12 |   2017 |    16 |           968 |           968 |           968 |           968 |
| Chae   | Eggs   |       6 |   2017 |    30 |           220 |           220 |           220 |           220 |
| Wally  | Apple  |       1 |   2017 |    16 |           749 |           749 |           749 |           749 |
| Dan    | Ice    |       7 |   2018 |    19 |           783 |           783 |           783 |           783 |
| Mia    | Fish   |       2 |   2017 |     7 |           901 |           901 |           901 |           901 |
| Mia    | Dates  |       5 |   2016 |    12 |           342 |           342 |           342 |           342 |
| Dan    | Ice    |      12 |   2019 |    11 |           891 |           891 |           891 |           891 |
| Boo    | Ham    |       9 |   2016 |    24 |           392 |           392 |           392 |           392 |
| Wally  | Ham    |       4 |   2016 |    30 |           647 |           647 |           647 |           647 |
| Dan    | Jelly  |       4 |   2016 |    23 |           554 |           554 |           554 |           554 |
| Claire | Butter |       8 |   2018 |    21 |           544 |           544 |           544 |           544 |
| Boo    | Butter |       6 |   2018 |    13 |           655 |           655 |           655 |           655 |
| Helen  | Ham    |       5 |   2016 |    20 |           111 |           111 |           111 |           111 |
| Emily  | Apple  |       2 |   2018 |    13 |           508 |           508 |           508 |           508 |
| Wally  | Fish   |       5 |   2019 |    24 |           280 |           280 |           280 |           280 |
| Wally  | Ice    |       5 |   2020 |    26 |           707 |           707 |           707 |           707 |
| Chae   | Apple  |       2 |   2020 |    11 |           943 |           943 |           943 |           943 |
| Mia    | Jelly  |       8 |   2019 |    28 |           475 |           475 |           475 |           475 |
| Wally  | Dates  |      12 |   2016 |    28 |           480 |           480 |           480 |           480 |
| Dan    | Ham    |      12 |   2018 |    31 |           644 |           644 |           644 |           644 |
| Sam    | Butter |       3 |   2020 |     4 |           872 |           872 |           872 |           872 |
| Dan    | Cherry |       7 |   2016 |    15 |          1692 |           986 |          1692 |           986 |
| Wally  | Fish   |       9 |   2016 |    11 |           188 |           188 |           188 |           188 |
| Mia    | Jelly  |      11 |   2019 |    28 |           864 |           536 |           864 |           536 |
| Boo    | Ham    |      12 |   2016 |     5 |           359 |           359 |           359 |           359 |
| Chae   | Ham    |       6 |   2016 |     6 |           588 |           588 |           588 |           588 |
| Sam    | Ham    |      10 |   2017 |    17 |           941 |           941 |           941 |           941 |
| Mia    | Ice    |      11 |   2019 |    18 |           978 |           978 |           978 |           978 |
| Mia    | Jelly  |       6 |   2016 |    21 |           410 |           410 |           410 |           410 |
| Boo    | Jelly  |       8 |   2018 |    18 |           621 |           621 |           621 |           621 |
| Dan    | Grapes |      11 |   2019 |    24 |           343 |           343 |           343 |           343 |
| Emily  | Jelly  |       8 |   2017 |     1 |           597 |           597 |           597 |           597 |
| Sam    | Cherry |      10 |   2020 |     3 |           762 |           762 |           762 |           762 |
| Wally  | Cherry |      10 |   2017 |     8 |           290 |           290 |           290 |           290 |
| Mia    | Fish   |      11 |   2016 |    10 |           229 |           229 |           229 |           229 |
| Boo    | Ice    |       8 |   2017 |     5 |           720 |           720 |           720 |           720 |
| Dan    | Cherry |      11 |   2018 |    18 |           783 |           783 |           783 |           783 |
| Chae   | Dates  |       6 |   2017 |    22 |           950 |           950 |           950 |           950 |
| Chae   | Jelly  |      12 |   2017 |    20 |           603 |           603 |           603 |           603 |
| Wally  | Apple  |      12 |   2017 |    22 |            36 |            36 |            36 |            36 |
| Wally  | Eggs   |       5 |   2017 |    29 |           425 |           425 |           425 |           425 |
| Sam    | Jelly  |       7 |   2017 |     4 |           287 |           287 |           287 |           287 |
| Dan    | Eggs   |       1 |   2018 |    24 |           197 |           197 |           197 |           197 |
| Mia    | Ice    |       1 |   2018 |    28 |           737 |           737 |           737 |           737 |
| Chae   | Dates  |      10 |   2018 |    22 |           385 |           385 |           385 |           385 |
| Sam    | Jelly  |      10 |   2018 |    16 |           872 |           872 |           872 |           872 |
| Dan    | Cherry |      10 |   2020 |    25 |           532 |           532 |           532 |           532 |
| Emily  | Dates  |      11 |   2017 |     9 |           886 |           886 |           886 |           886 |
| Claire | Butter |       9 |   2018 |    22 |           905 |           905 |           905 |           905 |
| Chae   | Ice    |      10 |   2020 |    29 |           799 |           799 |           799 |           799 |
| Claire | Cherry |      12 |   2016 |    14 |           780 |           780 |           780 |           780 |
| Claire | Apple  |       7 |   2020 |    16 |           561 |           561 |           561 |           561 |
| Wally  | Ice    |      12 |   2016 |    19 |           325 |           325 |           325 |           325 |
| Dan    | Fish   |       4 |   2016 |    16 |           211 |           211 |           211 |           211 |
| Emily  | Apple  |       1 |   2017 |    28 |           219 |           219 |           219 |           219 |
| Boo    | Jelly  |       9 |   2018 |    28 |           590 |           590 |           590 |           590 |
| Helen  | Apple  |       3 |   2017 |     7 |           638 |           638 |           638 |           638 |
| Helen  | Apple  |       4 |   2019 |    23 |           629 |           629 |           629 |           629 |
| Emily  | Dates  |       4 |   2016 |    27 |           771 |           771 |           771 |           771 |
| Emily  | Ham    |      11 |   2017 |    23 |           500 |           500 |           500 |           500 |
| Dan    | Apple  |       3 |   2016 |    11 |           872 |           872 |           872 |           872 |
| Boo    | Ice    |       2 |   2016 |    27 |           542 |           542 |           542 |           542 |
| Claire | Ham    |       7 |   2019 |     4 |           271 |           271 |           271 |           271 |
| Dan    | Butter |       6 |   2017 |     8 |           441 |           441 |           441 |           441 |
| Boo    | Jelly  |       6 |   2020 |    30 |           919 |           919 |           919 |           919 |
| Claire | Grapes |       4 |   2019 |    17 |           622 |           622 |           622 |           622 |
| Wally  | Fish   |      12 |   2018 |    15 |           896 |           896 |           896 |           896 |
| Boo    | Jelly  |       1 |   2018 |     8 |            51 |            51 |            51 |            51 |
| Sam    | Jelly  |       7 |   2016 |     3 |           828 |           828 |           828 |           828 |
| Chae   | Butter |       1 |   2020 |    28 |           854 |           854 |           854 |           854 |
| Boo    | Apple  |       7 |   2016 |    28 |           869 |           869 |           869 |           869 |
| Wally  | Dates  |       9 |   2017 |    21 |           535 |           535 |           535 |           535 |
| Boo    | Grapes |       8 |   2018 |    16 |            11 |            11 |            11 |            11 |
| Helen  | Cherry |       7 |   2016 |     6 |           596 |           596 |           596 |           596 |
| Emily  | Butter |       4 |   2020 |    18 |           130 |           130 |           130 |           130 |
| Dan    | Eggs   |       5 |   2017 |    19 |           900 |           900 |           900 |           900 |
| Wally  | Jelly  |       4 |   2016 |    24 |           673 |           673 |           673 |           673 |
| Wally  | Butter |       4 |   2020 |    25 |           326 |           326 |           326 |           326 |
| Boo    | Grapes |      10 |   2016 |     3 |           359 |           359 |           359 |           359 |
| Boo    | Eggs   |       7 |   2020 |     6 |           307 |           307 |           307 |           307 |
| Emily  | Ham    |       5 |   2018 |     3 |            59 |            59 |            59 |            59 |
| Helen  | Apple  |       1 |   2020 |    25 |            19 |            19 |            19 |            19 |
| Dan    | Grapes |       4 |   2016 |     6 |           960 |           960 |           960 |           960 |
| Claire | Apple  |       7 |   2016 |    23 |           548 |           548 |           548 |           548 |
| Emily  | Eggs   |       4 |   2016 |    30 |           196 |           196 |           196 |           196 |
| Mia    | Fish   |      10 |   2018 |    21 |           311 |           311 |           311 |           311 |
| Dan    | Fish   |       7 |   2016 |    27 |            98 |            98 |            98 |            98 |
| Helen  | Ice    |      10 |   2016 |     3 |           432 |           432 |           432 |           432 |
| Helen  | Jelly  |      10 |   2017 |    15 |           353 |           353 |           353 |           353 |
| Claire | Dates  |      12 |   2019 |     2 |           541 |           541 |           541 |           541 |
| Chae   | Fish   |      11 |   2019 |    23 |           844 |           844 |           844 |           844 |
| Dan    | Fish   |       1 |   2020 |    13 |           428 |           428 |           428 |           428 |
| Sam    | Butter |       3 |   2017 |     7 |           441 |           441 |           441 |           441 |
| Sam    | Cherry |       1 |   2017 |    14 |           539 |           539 |           539 |           539 |
| Wally  | Cherry |       4 |   2016 |     4 |           743 |           743 |           743 |           743 |
| Emily  | Ham    |      11 |   2019 |    22 |           679 |           679 |           679 |           679 |
| Sam    | Dates  |       7 |   2018 |    26 |           820 |           820 |           820 |           820 |
| Claire | Butter |       2 |   2017 |    23 |            13 |            13 |            13 |            13 |
| Dan    | Cherry |       5 |   2019 |    23 |            16 |            16 |            16 |            16 |
| Emily  | Fish   |       9 |   2020 |     6 |           193 |           193 |           193 |           193 |
| Mia    | Fish   |       1 |   2020 |     6 |           179 |           179 |           179 |           179 |
| Mia    | Dates  |       2 |   2019 |    21 |           886 |           886 |           886 |           886 |
| Wally  | Jelly  |      11 |   2017 |    27 |           405 |           405 |           405 |           405 |
| Wally  | Fish   |       7 |   2020 |     8 |           840 |           840 |           840 |           840 |
| Wally  | Grapes |       1 |   2018 |    14 |           454 |           454 |           454 |           454 |
| Wally  | Grapes |      10 |   2018 |     8 |           758 |           758 |           758 |           758 |
| Sam    | Ice    |       8 |   2017 |    22 |            87 |            87 |            87 |            87 |
| Claire | Butter |      12 |   2020 |    19 |           832 |           736 |           832 |           736 |
| Dan    | Jelly  |       3 |   2018 |    30 |           552 |           552 |           552 |           552 |
| Dan    | Butter |      10 |   2020 |    16 |           165 |           165 |           165 |           165 |
| Sam    | Cherry |       8 |   2018 |    27 |           237 |           237 |           237 |           237 |
| Dan    | Jelly  |       2 |   2020 |    18 |           839 |           839 |           839 |           839 |
| Dan    | Apple  |       1 |   2018 |    11 |           537 |           537 |           537 |           537 |
| Claire | Cherry |       9 |   2019 |    28 |           665 |           665 |           665 |           665 |
| Claire | Jelly  |      12 |   2019 |     9 |           162 |           162 |           162 |           162 |
| Wally  | Eggs   |       9 |   2020 |    20 |           510 |           510 |           510 |           510 |
| Wally  | Dates  |       5 |   2017 |    20 |           998 |           998 |           998 |           998 |
| Chae   | Ice    |       1 |   2019 |    15 |           923 |           923 |           923 |           923 |
| Sam    | Butter |       5 |   2020 |    25 |           958 |           958 |           958 |           958 |
| Boo    | Cherry |       9 |   2016 |     2 |            99 |            99 |            99 |            99 |
| Claire | Cherry |       2 |   2019 |     2 |           245 |           245 |           245 |           245 |
| Emily  | Jelly  |       2 |   2020 |     5 |           749 |           749 |           749 |           749 |
| Dan    | Grapes |       3 |   2017 |    11 |           483 |           325 |           483 |           325 |
| Sam    | Eggs   |       1 |   2018 |     9 |           455 |           455 |           455 |           455 |
| Helen  | Eggs   |       6 |   2018 |    27 |           746 |           746 |           746 |           746 |
| Wally  | Jelly  |      12 |   2019 |     1 |           984 |           984 |           984 |           984 |
| Claire | Apple  |      11 |   2017 |    11 |           389 |           389 |           389 |           389 |
| Helen  | Cherry |      10 |   2018 |     7 |           383 |           383 |           383 |           383 |
| Wally  | Apple  |      12 |   2017 |    12 |           912 |           912 |           912 |           912 |
| Wally  | Ham    |       2 |   2019 |    27 |           454 |           454 |           454 |           454 |
| Wally  | Butter |       2 |   2020 |     9 |           576 |           576 |           576 |           576 |
| Claire | Eggs   |      12 |   2020 |    27 |           262 |           262 |           262 |           262 |
| Dan    | Ham    |       8 |   2020 |    13 |            14 |            14 |            14 |            14 |
| Wally  | Eggs   |      10 |   2019 |    12 |           687 |           687 |           687 |           687 |
| Emily  | Jelly  |      10 |   2018 |     1 |           603 |           603 |           603 |           603 |
| Sam    | Jelly  |      11 |   2016 |    24 |           255 |           255 |           255 |           255 |
| Claire | Butter |      10 |   2016 |    12 |           858 |           858 |           858 |           858 |
| Boo    | Eggs   |      12 |   2018 |    17 |           990 |           990 |           990 |           990 |
| Boo    | Grapes |       6 |   2017 |    13 |            32 |            32 |            32 |            32 |
| Wally  | Cherry |       3 |   2018 |     6 |           188 |           188 |           188 |           188 |
| Emily  | Ham    |       1 |   2016 |    21 |            26 |            26 |            26 |            26 |
| Mia    | Ham    |      10 |   2016 |    24 |           184 |           184 |           184 |           184 |
| Wally  | Fish   |       5 |   2020 |    10 |           188 |           188 |           188 |           188 |
| Dan    | Butter |      12 |   2017 |     5 |            27 |            27 |            27 |            27 |
| Helen  | Apple  |      10 |   2019 |     7 |            71 |            71 |            71 |            71 |
| Boo    | Eggs   |       1 |   2019 |    30 |            48 |            48 |            48 |            48 |
| Boo    | Dates  |      11 |   2016 |     2 |           458 |           458 |           458 |           458 |
| Claire | Jelly  |       4 |   2019 |     7 |           889 |           889 |           889 |           889 |
| Claire | Grapes |       5 |   2017 |    15 |           434 |           434 |           434 |           434 |
| Emily  | Ham    |       6 |   2016 |    15 |           700 |           700 |           700 |           700 |
| Emily  | Grapes |       1 |   2019 |     1 |           241 |           241 |           241 |           241 |
| Helen  | Grapes |      12 |   2019 |     8 |           189 |           189 |           189 |           189 |
| Claire | Cherry |      11 |   2018 |     4 |           919 |           919 |           919 |           919 |
| Sam    | Butter |       6 |   2019 |     3 |           732 |           732 |           732 |           732 |
| Claire | Apple  |      10 |   2020 |    14 |           969 |           969 |           969 |           969 |
| Dan    | Fish   |      10 |   2019 |    15 |            97 |            97 |            97 |            97 |
| Chae   | Jelly  |      11 |   2016 |    29 |           525 |           525 |           525 |           525 |
| Emily  | Eggs   |      11 |   2020 |     6 |           198 |           198 |           198 |           198 |
| Mia    | Apple  |      12 |   2017 |    19 |           139 |           139 |           139 |           139 |
| Emily  | Eggs   |       1 |   2018 |     7 |           116 |           116 |           116 |           116 |
| Dan    | Eggs   |      10 |   2020 |    22 |           692 |           692 |           692 |           692 |
| Mia    | Butter |      12 |   2016 |     7 |           962 |           962 |           962 |           962 |
| Wally  | Eggs   |       1 |   2018 |    16 |           661 |           661 |           661 |           661 |
| Dan    | Ham    |      11 |   2020 |     5 |           613 |           613 |           613 |           613 |
| Helen  | Cherry |       8 |   2017 |    22 |           759 |           718 |           759 |           718 |
| Dan    | Eggs   |       1 |   2016 |    30 |           813 |           813 |           813 |           813 |
| Boo    | Eggs   |      12 |   2018 |    16 |           727 |           727 |           727 |           727 |
| Claire | Jelly  |       7 |   2020 |    30 |           665 |           665 |           665 |           665 |
| Sam    | Cherry |       4 |   2017 |     3 |           439 |           439 |           439 |           439 |
| Mia    | Fish   |       9 |   2020 |    16 |           171 |           171 |           171 |           171 |
| Wally  | Grapes |       7 |   2016 |     7 |           393 |           393 |           393 |           393 |
| Emily  | Jelly  |       3 |   2016 |    31 |           339 |           339 |           339 |           339 |
| Claire | Ice    |       2 |   2017 |     2 |           889 |           818 |           889 |           818 |
| Boo    | Butter |       3 |   2016 |    14 |           793 |           793 |           793 |           793 |
| Chae   | Dates  |       7 |   2020 |     3 |           440 |           440 |           440 |           440 |
| Emily  | Dates  |       6 |   2016 |     6 |           658 |           658 |           658 |           658 |
| Sam    | Butter |      12 |   2016 |    11 |           228 |           228 |           228 |           228 |
| Mia    | Ice    |       7 |   2016 |     9 |           156 |           156 |           156 |           156 |
| Helen  | Grapes |       3 |   2017 |    17 |           435 |           435 |           435 |           435 |
| Wally  | Jelly  |      10 |   2019 |    26 |           165 |           165 |           165 |           165 |
| Dan    | Apple  |       2 |   2017 |    15 |           298 |           298 |           298 |           298 |
| Chae   | Eggs   |       5 |   2019 |     4 |           335 |           335 |           335 |           335 |
| Claire | Grapes |      12 |   2018 |    10 |           992 |           992 |           992 |           992 |
| Emily  | Ham    |       5 |   2020 |     5 |           541 |           541 |           541 |           541 |
| Claire | Apple  |      11 |   2017 |    27 |           384 |           384 |           384 |           384 |
| Emily  | Ham    |      12 |   2020 |     4 |           113 |           113 |           113 |           113 |
| Emily  | Ice    |      11 |   2019 |    21 |           968 |           968 |           968 |           968 |
| Boo    | Ham    |       9 |   2016 |    27 |           839 |           839 |           839 |           839 |
| Claire | Ham    |      12 |   2019 |    14 |           427 |           427 |           427 |           427 |
| Chae   | Ham    |       1 |   2019 |    20 |            78 |            78 |            78 |            78 |
| Dan    | Dates  |       3 |   2020 |    26 |            28 |            28 |            28 |            28 |
| Claire | Cherry |       7 |   2019 |    10 |            38 |            38 |            38 |            38 |
| Chae   | Apple  |      10 |   2019 |    19 |           525 |           525 |           525 |           525 |
| Chae   | Cherry |       6 |   2016 |     6 |           477 |           477 |           477 |           477 |
| Dan    | Ham    |       8 |   2019 |     9 |           768 |           768 |           768 |           768 |
| Claire | Eggs   |       2 |   2017 |    11 |           353 |           353 |           353 |           353 |
| Chae   | Grapes |      11 |   2020 |     6 |           646 |           646 |           646 |           646 |
| Chae   | Fish   |       7 |   2019 |    25 |           429 |           429 |           429 |           429 |
| Emily  | Dates  |       6 |   2020 |    25 |           558 |           558 |           558 |           558 |
| Mia    | Dates  |       8 |   2018 |    30 |           160 |           160 |           160 |           160 |
| Mia    | Grapes |       9 |   2020 |    30 |           765 |           765 |           765 |           765 |
| Emily  | Ham    |       2 |   2017 |     3 |           917 |           917 |           917 |           917 |
| Helen  | Dates  |       5 |   2016 |     5 |           814 |           814 |           814 |           814 |
| Boo    | Grapes |       7 |   2018 |    30 |           416 |           416 |           416 |           416 |
| Sam    | Ice    |       9 |   2017 |    25 |           436 |           436 |           436 |           436 |
| Dan    | Apple  |       5 |   2016 |    30 |           125 |           125 |           125 |           125 |
| Chae   | Butter |      10 |   2017 |     7 |            80 |            80 |            80 |            80 |
| Wally  | Fish   |       3 |   2019 |     7 |           330 |           330 |           330 |           330 |
| Boo    | Dates  |       9 |   2018 |    22 |           110 |           110 |           110 |           110 |
| Sam    | Dates  |       9 |   2016 |     6 |           664 |           664 |           664 |           664 |
| Wally  | Ham    |       9 |   2017 |    16 |           898 |           898 |           898 |           898 |
| Emily  | Ham    |       9 |   2018 |    14 |           765 |           765 |           765 |           765 |
| Boo    | Ice    |       5 |   2017 |    23 |           880 |           880 |           880 |           880 |
| Claire | Dates  |      12 |   2019 |    25 |           135 |           135 |           135 |           135 |
| Helen  | Eggs   |       9 |   2020 |    19 |           103 |           103 |           103 |           103 |
| Emily  | Eggs   |       5 |   2020 |    11 |           326 |           214 |           326 |           214 |
| Boo    | Jelly  |       5 |   2016 |     7 |           113 |           113 |           113 |           113 |
| Claire | Apple  |      10 |   2020 |     2 |           133 |           133 |           133 |           133 |
| Dan    | Ham    |       7 |   2020 |    24 |           766 |           766 |           766 |           766 |
| Wally  | Ice    |       9 |   2016 |    15 |           673 |           673 |           673 |           673 |
| Helen  | Jelly  |       4 |   2019 |    21 |           740 |           740 |           740 |           740 |
| Chae   | Jelly  |       5 |   2019 |    26 |           365 |           365 |           365 |           365 |
| Claire | Eggs   |      10 |   2017 |    15 |            62 |            62 |            62 |            62 |
| Helen  | Apple  |       3 |   2017 |    21 |           791 |           791 |           791 |           791 |
| Chae   | Dates  |       3 |   2019 |    17 |           191 |           191 |           191 |           191 |
| Dan    | Ham    |      10 |   2017 |    11 |           444 |           444 |           444 |           444 |
| Emily  | Jelly  |       2 |   2017 |    26 |           126 |           126 |           126 |           126 |
| Boo    | Jelly  |       1 |   2016 |    26 |          1277 |           653 |          1277 |           653 |
| Sam    | Fish   |       5 |   2019 |     5 |           383 |           383 |           383 |           383 |
| Dan    | Fish   |       4 |   2019 |    20 |           426 |           426 |           426 |           426 |
| Dan    | Cherry |      12 |   2016 |    14 |           320 |           320 |           320 |           320 |
| Claire | Fish   |       1 |   2017 |     8 |            27 |            27 |            27 |            27 |
| Claire | Eggs   |       4 |   2016 |    23 |           338 |           338 |           338 |           338 |
| Claire | Jelly  |       5 |   2018 |    21 |           994 |           994 |           994 |           994 |
