+--------+--------+---------+--------+-------+---------------+---------------+---------------+---------------+-----------------+-----------------+
| cust   | prod   |   month |   year |   day |   sum_1_quant |   max_1_quant |   sum_2_quant |   max_2_quant |   count_1_quant |   count_2_quant |
| Claire | Grapes |       8 |   2018 |     1 |           705 |           705 |           705 |           705 |               1 |               1 |
| Chae   | Dates  |      11 |   2016 |    11 |           252 |           252 |           252 |           252 |               1 |               1 |
| Sam    | Eggs   |       7 |   2020 |    30 |           234 |           234 |           234 |           234 |               1 |               1 |
| Dan    | Grapes |       9 |   2017 |     5 |           361 |           361 |           361 |           361 |               1 |               1 |
| Emily  | Ham    |       6 |   2017 |    14 |           412 |           412 |           412 |           412 |               1 |               1 |
| Boo    | Grapes |       5 |   2019 |    17 |           687 |           687 |           687 |           687 |               1 |               1 |
| Dan    | Dates  |       5 |   2020 |     6 |           887 |           887 |           887 |           887 |               1 |               1 |
| Helen  | Eggs   |       1 |   2020 |    31 |           736 |           736 |           736 |           736 |               1 |               1 |
| Chae   | Fish   |       8 |   2018 |    27 |           349 |           349 |           349 |           349 |               1 |               1 |
| Boo    | Eggs   |       4 |   2020 |    12 |           644 |           644 |           644 |           644 |               1 |               1 |
| Claire | Ham    |      11 |   2018 |    10 |           328 |           328 |           328 |           328 |               1 |               1 |
| Dan    | Jelly  |       2 |   2016 |     4 |           842 |           842 |           842 |           842 |               1 |               1 |
| Boo    | Fish   |       1 |   2020 |    17 |           454 |           454 |           454 |           454 |               1 |               1 |
| Wally  | Dates  |      10 |   2016 |    28 |           308 |           308 |           308 |           308 |               1 |               1 |
| Emily  | Grapes |       8 |   2019 |     7 |             7 |             7 |             7 |             7 |               1 |               1 |
| Claire | Jelly  |       7 |   2019 |     5 |            15 |            15 |            15 |            15 |               1 |               1 |
| Boo    | Ice    |       8 |   2016 |    19 |            60 |            60 |            60 |            60 |               1 |               1 |
| Boo    | Grapes |       7 |   2018 |    15 |           593 |           593 |           593 |           593 |               1 |               1 |
| Chae   | Ham    |      12 |   2020 |    27 |           564 |           564 |           564 |           564 |               1 |               1 |
| Mia    | Grapes |       7 |   2018 |    22 |            13 |            13 |            13 |            13 |               1 |               1 |
| Emily  | Jelly  |       9 |   2018 |    27 |           561 |           561 |           561 |           561 |               1 |               1 |
| Sam    | Fish   |       2 |   2016 |    11 |           331 |           331 |           331 |           331 |               1 |               1 |
| Claire | Apple  |       3 |   2019 |    27 |           460 |           460 |           460 |           460 |               1 |               1 |
| Helen  | Jelly  |       2 |   2020 |     3 |           582 |           582 |           582 |           582 |               1 |               1 |
| Boo    | Apple  |       6 |   2018 |    25 |          1319 |           732 |          1319 |           732 |               2 |               2 |
| Claire | Ham    |       9 |   2020 |     4 |           298 |           298 |           298 |           298 |               1 |               1 |
| Dan    | Ice    |      12 |   2016 |     7 |           394 |           394 |           394 |           394 |               1 |               1 |
| Mia    | Ice    |       7 |   2016 |     8 |           186 |           186 |           186 |           186 |               1 |               1 |
| Wally  | Eggs   |       5 |   2018 |    10 |           476 |           476 |           476 |           476 |               1 |               1 |
| Sam    | Butter |       7 |   2018 |    12 |           863 |           863 |           863 |           863 |               1 |               1 |
| Sam    | Apple  |       2 |   2018 |    24 |           754 |           754 |           754 |           754 |               1 |               1 |
| Sam    | Grapes |       5 |   2020 |    30 |           425 |           425 |           425 |           425 |               1 |               1 |
| Helen  | Jelly  |       1 |   2019 |     9 |           556 |           556 |           556 |           556 |               1 |               1 |
| Chae   | Apple  |       8 |   2020 |     3 |           511 |           511 |           511 |           511 |               1 |               1 |
| Dan    | Apple  |      12 |   2016 |    16 |           473 |           473 |           473 |           473 |               1 |               1 |
| Chae   | Fish   |       9 |   2018 |    24 |           638 |           638 |           638 |           638 |               1 |               1 |
| Wally  | Eggs   |       1 |   2016 |    17 |           189 |           189 |           189 |           189 |               1 |               1 |
| Emily  | Eggs   |      10 |   2019 |    29 |           564 |           564 |           564 |           564 |               1 |               1 |
| Wally  | Grapes |      11 |   2019 |    15 |            91 |            91 |            91 |            91 |               1 |               1 |
| Boo    | Cherry |      12 |   2016 |     4 |           318 |           318 |           318 |           318 |               1 |               1 |
| Boo    | Ham    |       1 |   2020 |    28 |           749 |           749 |           749 |           749 |               1 |               1 |
| Claire | Fish   |      10 |   2018 |    30 |            24 |            24 |            24 |            24 |               1 |               1 |
| Claire | Butter |       5 |   2019 |    23 |           545 |           545 |           545 |           545 |               1 |               1 |
| Emily  | Apple  |       4 |   2020 |    13 |           151 |           151 |           151 |           151 |               1 |               1 |
| Claire | Butter |       1 |   2016 |    11 |           459 |           459 |           459 |           459 |               1 |               1 |
| Chae   | Ice    |       5 |   2018 |     9 |            62 |            62 |            62 |            62 |               1 |               1 |
| Mia    | Butter |       4 |   2016 |     4 |           972 |           972 |           972 |           972 |               1 |               1 |
| Sam    | Cherry |       8 |   2017 |     9 |           240 |           240 |           240 |           240 |               1 |               1 |
| Helen  | Fish   |       6 |   2019 |     1 |           177 |           177 |           177 |           177 |               1 |               1 |
| Boo    | Fish   |       3 |   2016 |    21 |           903 |           903 |           903 |           903 |               1 |               1 |
| Helen  | Cherry |       6 |   2016 |     8 |           201 |           201 |           201 |           201 |               1 |               1 |
| Mia    | Ice    |       3 |   2016 |    29 |           223 |           223 |           223 |           223 |               1 |               1 |
| Dan    | Cherry |      12 |   2018 |    18 |           660 |           660 |           660 |           660 |               1 |               1 |
| Claire | Dates  |      12 |   2020 |    19 |           723 |           723 |           723 |           723 |               1 |               1 |
| Helen  | Jelly  |       9 |   2016 |    22 |           418 |           418 |           418 |           418 |               1 |               1 |
| Claire | Cherry |       5 |   2016 |    24 |           569 |           569 |           569 |           569 |               1 |               1 |
| Boo    | Ice    |       5 |   2019 |     4 |           485 |           485 |           485 |           485 |               1 |               1 |
| Wally  | Ice    |       7 |   2017 |     2 |           877 |           877 |           877 |           877 |               1 |               1 |
| Mia    | Eggs   |      10 |   2020 |    30 |           562 |           562 |           562 |           562 |               1 |               1 |
| Sam    | Grapes |       1 |   2017 |    30 |           737 |           737 |           737 |           737 |               1 |               1 |
| Sam    | Dates  |      11 |   2019 |    25 |           410 |           410 |           410 |           410 |               1 |               1 |
| Emily  | Eggs   |       1 |   2019 |    11 |           903 |           903 |           903 |           903 |               1 |               1 |
| Helen  | Butter |       3 |   2018 |     8 |           546 |           546 |           546 |           546 |               1 |               1 |
| Wally  | Fish   |       7 |   2020 |    14 |           762 |           762 |           762 |           762 |               1 |               1 |
| Boo    | Apple  |       6 |   2018 |    12 |           141 |           141 |           141 |           141 |               1 |               1 |
| Sam    | Ham    |      12 |   2018 |    15 |           198 |           198 |           198 |           198 |               1 |               1 |
| Chae   | Ice    |       1 |   2017 |    11 |             8 |             8 |             8 |             8 |               1 |               1 |
| Claire | Eggs   |       6 |   2019 |    28 |           682 |           682 |           682 |           682 |               1 |               1 |
| Wally  | Dates  |       9 |   2019 |    20 |           865 |           865 |           865 |           865 |               1 |               1 |
| Emily  | Apple  |       3 |   2019 |     7 |           259 |           259 |           259 |           259 |               1 |               1 |
| Helen  | Fish   |      10 |   2018 |    17 |           729 |           729 |           729 |           729 |               1 |               1 |
| Wally  | Ice    |       3 |   2020 |    10 |           677 |           677 |           677 |           677 |               1 |               1 |
| Emily  | Jelly  |       8 |   2018 |    26 |           412 |           412 |           412 |           412 |               1 |               1 |
| Dan    | Cherry |      12 |   2019 |    21 |           658 |           658 |           658 |           658 |               1 |               1 |
| Chae   | Ham    |       3 |   2017 |     3 |           576 |           576 |           576 |           576 |               1 |               1 |
| Chae   | Jelly  |       5 |   2020 |    16 |           922 |           922 |           922 |           922 |               1 |               1 |
| Helen  | Apple  |       6 |   2017 |    20 |           727 |           727 |           727 |           727 |               1 |               1 |
| Helen  | Cherry |       1 |   2016 |    28 |           334 |           334 |           334 |           334 |               1 |               1 |
| Dan    | Jelly  |      11 |   2016 |    13 |           435 |           435 |           435 |           435 |               1 |               1 |
| Mia    | Ham    |       8 |   2017 |     2 |           301 |           301 |           301 |           301 |               1 |               1 |
| Chae   | Grapes |       6 |   2020 |    22 |           367 |           367 |           367 |           367 |               1 |               1 |
| Helen  | Ice    |      11 |   2019 |    20 |           891 |           891 |           891 |           891 |               1 |               1 |
| Boo    | Apple  |       9 |   2020 |     1 |           105 |           105 |           105 |           105 |               1 |               1 |
| Boo    | Cherry |       5 |   2017 |    11 |           652 |           652 |           652 |           652 |               1 |               1 |
| Chae   | Fish   |       7 |   2019 |    27 |           114 |           114 |           114 |           114 |               1 |               1 |
| Emily  | Eggs   |       7 |   2018 |     9 |           237 |           237 |           237 |           237 |               1 |               1 |
| Chae   | Fish   |      11 |   2020 |     4 |           768 |           768 |           768 |           768 |               1 |               1 |
| Wally  | Butter |      11 |   2016 |    29 |            21 |            21 |            21 |            21 |               1 |               1 |
| Claire | Jelly  |      12 |   2017 |     8 |           398 |           398 |           398 |           398 |               1 |               1 |
| Mia    | Dates  |       2 |   2017 |    18 |           608 |           608 |           608 |           608 |               1 |               1 |
| Claire | Apple  |      12 |   2020 |     4 |            92 |            92 |            92 |            92 |               1 |               1 |
| Claire | Ice    |       3 |   2016 |    28 |           714 |           714 |           714 |           714 |               1 |               1 |
| Emily  | Butter |      11 |   2017 |    15 |           341 |           341 |           341 |           341 |               1 |               1 |
| Boo    | Butter |       1 |   2016 |    18 |           195 |           195 |           195 |           195 |               1 |               1 |
| Claire | Butter |       1 |   2017 |     1 |           526 |           526 |           526 |           526 |               1 |               1 |
| Sam    | Ice    |       2 |   2016 |     6 |           138 |           138 |           138 |           138 |               1 |               1 |
| Mia    | Jelly  |      10 |   2016 |    18 |           786 |           786 |           786 |           786 |               1 |               1 |
| Claire | Ice    |      12 |   2017 |    29 |           617 |           617 |           617 |           617 |               1 |               1 |
| Helen  | Eggs   |       6 |   2016 |    23 |           476 |           476 |           476 |           476 |               1 |               1 |
| Mia    | Apple  |       6 |   2018 |    27 |           476 |           476 |           476 |           476 |               1 |               1 |
| Wally  | Eggs   |       3 |   2019 |    18 |           411 |           411 |           411 |           411 |               1 |               1 |
| Chae   | Eggs   |       9 |   2018 |    16 |           669 |           669 |           669 |           669 |               1 |               1 |
| Claire | Grapes |       6 |   2018 |     3 |           130 |           130 |           130 |           130 |               1 |               1 |
| Wally  | Jelly  |      11 |   2016 |    26 |           802 |           802 |           802 |           802 |               1 |               1 |
| Emily  | Butter |       9 |   2019 |    15 |            26 |            26 |            26 |            26 |               1 |               1 |
| Chae   | Apple  |       6 |   2017 |    18 |           381 |           381 |           381 |           381 |               1 |               1 |
| Emily  | Ice    |       7 |   2020 |    22 |           290 |           290 |           290 |           290 |               1 |               1 |
| Claire | Apple  |       6 |   2017 |    14 |           107 |           107 |           107 |           107 |               1 |               1 |
| Wally  | Dates  |      10 |   2017 |    27 |           775 |           775 |           775 |           775 |               1 |               1 |
| Helen  | Dates  |       7 |   2019 |     1 |           633 |           633 |           633 |           633 |               1 |               1 |
| Boo    | Butter |      10 |   2016 |    27 |             3 |             3 |             3 |             3 |               1 |               1 |
| Dan    | Fish   |      11 |   2018 |    26 |           935 |           935 |           935 |           935 |               1 |               1 |
| Emily  | Apple  |       8 |   2018 |    19 |           863 |           863 |           863 |           863 |               1 |               1 |
| Mia    | Cherry |       8 |   2018 |    18 |            68 |            68 |            68 |            68 |               1 |               1 |
| Claire | Fish   |       1 |   2016 |     6 |          1000 |          1000 |          1000 |          1000 |               1 |               1 |
| Claire | Eggs   |       3 |   2019 |    25 |           346 |           346 |           346 |           346 |               1 |               1 |
| Chae   | Butter |       2 |   2019 |     6 |           466 |           466 |           466 |           466 |               1 |               1 |
| Helen  | Grapes |      12 |   2017 |    27 |           790 |           790 |           790 |           790 |               1 |               1 |
| Emily  | Dates  |       4 |   2016 |    27 |           771 |           771 |           771 |           771 |               1 |               1 |
| Claire | Jelly  |       7 |   2019 |    23 |           859 |           859 |           859 |           859 |               1 |               1 |
| Mia    | Apple  |       5 |   2019 |    17 |           731 |           731 |           731 |           731 |               1 |               1 |
| Helen  | Cherry |      11 |   2019 |    25 |           645 |           645 |           645 |           645 |               1 |               1 |
| Mia    | Fish   |       9 |   2019 |    27 |           436 |           436 |           436 |           436 |               1 |               1 |
| Sam    | Dates  |       7 |   2019 |    28 |           189 |           189 |           189 |           189 |               1 |               1 |
| Wally  | Eggs   |       9 |   2020 |    30 |           534 |           534 |           534 |           534 |               1 |               1 |
| Chae   | Ice    |      11 |   2017 |    29 |           152 |           152 |           152 |           152 |               1 |               1 |
| Dan    | Eggs   |       1 |   2016 |    31 |           193 |           193 |           193 |           193 |               1 |               1 |
| Wally  | Eggs   |       8 |   2020 |     3 |           822 |           822 |           822 |           822 |               1 |               1 |
| Helen  | Dates  |      12 |   2018 |    18 |           707 |           707 |           707 |           707 |               1 |               1 |
| Boo    | Eggs   |       8 |   2019 |    31 |           803 |           803 |           803 |           803 |               1 |               1 |
| Chae   | Eggs   |      11 |   2020 |     6 |           831 |           831 |           831 |           831 |               1 |               1 |
| Dan    | Ice    |       5 |   2018 |    18 |            21 |            21 |            21 |            21 |               1 |               1 |
| Chae   | Dates  |       8 |   2018 |    17 |           945 |           945 |           945 |           945 |               1 |               1 |
| Sam    | Dates  |       4 |   2017 |    16 |           832 |           832 |           832 |           832 |               1 |               1 |
| Wally  | Cherry |      10 |   2020 |    15 |           476 |           476 |           476 |           476 |               1 |               1 |
| Boo    | Dates  |       1 |   2018 |    28 |           447 |           447 |           447 |           447 |               1 |               1 |
| Mia    | Fish   |       7 |   2019 |    19 |           245 |           245 |           245 |           245 |               1 |               1 |
| Sam    | Dates  |       8 |   2016 |    10 |           750 |           750 |           750 |           750 |               1 |               1 |
| Chae   | Eggs   |       6 |   2020 |     4 |           584 |           584 |           584 |           584 |               1 |               1 |
| Wally  | Eggs   |       9 |   2016 |     8 |           705 |           705 |           705 |           705 |               1 |               1 |
| Wally  | Cherry |       8 |   2017 |     2 |           825 |           825 |           825 |           825 |               1 |               1 |
| Wally  | Cherry |       1 |   2019 |    11 |           675 |           675 |           675 |           675 |               1 |               1 |
| Boo    | Butter |       2 |   2016 |     6 |           827 |           827 |           827 |           827 |               1 |               1 |
| Sam    | Eggs   |       7 |   2018 |    17 |          1024 |           980 |          1024 |           980 |               2 |               2 |
| Wally  | Ham    |       4 |   2016 |     6 |           757 |           757 |           757 |           757 |               1 |               1 |
| Wally  | Ice    |       6 |   2016 |     3 |           252 |           252 |           252 |           252 |               1 |               1 |
| Chae   | Dates  |       9 |   2017 |     2 |            81 |            81 |            81 |            81 |               1 |               1 |
| Emily  | Butter |       1 |   2020 |    19 |           682 |           682 |           682 |           682 |               1 |               1 |
| Mia    | Butter |      10 |   2019 |     3 |           548 |           548 |           548 |           548 |               1 |               1 |
| Helen  | Eggs   |       4 |   2017 |     2 |           375 |           375 |           375 |           375 |               1 |               1 |
| Claire | Butter |       9 |   2019 |    15 |           109 |           109 |           109 |           109 |               1 |               1 |
| Mia    | Eggs   |       4 |   2016 |    12 |           194 |           194 |           194 |           194 |               1 |               1 |
| Helen  | Grapes |       1 |   2020 |    18 |            41 |            41 |            41 |            41 |               1 |               1 |
| Claire | Grapes |       6 |   2017 |     9 |           328 |           328 |           328 |           328 |               1 |               1 |
| Sam    | Fish   |      12 |   2016 |    27 |           587 |           587 |           587 |           587 |               1 |               1 |
| Mia    | Grapes |       9 |   2019 |     9 |           970 |           970 |           970 |           970 |               1 |               1 |
| Dan    | Ice    |       3 |   2020 |    11 |           881 |           881 |           881 |           881 |               1 |               1 |
| Sam    | Butter |       4 |   2020 |    14 |           434 |           434 |           434 |           434 |               1 |               1 |
| Helen  | Jelly  |      10 |   2018 |     1 |           980 |           980 |           980 |           980 |               1 |               1 |
| Boo    | Ham    |       6 |   2017 |     2 |           699 |           699 |           699 |           699 |               1 |               1 |
| Chae   | Dates  |       3 |   2018 |    14 |            51 |            51 |            51 |            51 |               1 |               1 |
| Helen  | Cherry |       4 |   2020 |    15 |           168 |           168 |           168 |           168 |               1 |               1 |
| Emily  | Fish   |       8 |   2016 |    30 |           714 |           714 |           714 |           714 |               1 |               1 |
| Dan    | Fish   |       8 |   2016 |    22 |           635 |           635 |           635 |           635 |               1 |               1 |
| Wally  | Dates  |      11 |   2018 |    25 |           819 |           819 |           819 |           819 |               1 |               1 |
| Mia    | Ham    |      11 |   2019 |     7 |           188 |           188 |           188 |           188 |               1 |               1 |
| Wally  | Grapes |       7 |   2019 |    21 |           431 |           431 |           431 |           431 |               1 |               1 |
| Wally  | Butter |       8 |   2020 |     4 |           454 |           454 |           454 |           454 |               1 |               1 |
| Wally  | Dates  |       5 |   2020 |    16 |           855 |           855 |           855 |           855 |               1 |               1 |
| Dan    | Cherry |       1 |   2016 |     3 |           283 |           283 |           283 |           283 |               1 |               1 |
| Dan    | Dates  |       7 |   2020 |     9 |           267 |           267 |           267 |           267 |               1 |               1 |
| Dan    | Apple  |       6 |   2019 |    17 |           190 |           190 |           190 |           190 |               1 |               1 |
| Wally  | Cherry |       2 |   2019 |     6 |           775 |           775 |           775 |           775 |               1 |               1 |
| Claire | Cherry |       4 |   2017 |    16 |           327 |           327 |           327 |           327 |               1 |               1 |
| Dan    | Jelly  |       9 |   2016 |     8 |           104 |           104 |           104 |           104 |               1 |               1 |
| Chae   | Butter |       7 |   2020 |    13 |           928 |           928 |           928 |           928 |               1 |               1 |
| Wally  | Grapes |       1 |   2019 |    25 |           479 |           479 |           479 |           479 |               1 |               1 |
| Dan    | Ham    |       7 |   2017 |    27 |           638 |           638 |           638 |           638 |               1 |               1 |
| Chae   | Ham    |      11 |   2020 |    29 |           303 |           303 |           303 |           303 |               1 |               1 |
| Emily  | Eggs   |      11 |   2016 |     9 |           263 |           263 |           263 |           263 |               1 |               1 |
| Wally  | Fish   |       8 |   2019 |    19 |           682 |           682 |           682 |           682 |               1 |               1 |
| Emily  | Fish   |      12 |   2018 |    28 |           293 |           293 |           293 |           293 |               1 |               1 |
| Boo    | Jelly  |       5 |   2017 |    30 |           508 |           508 |           508 |           508 |               1 |               1 |
| Mia    | Dates  |      11 |   2018 |    30 |           288 |           288 |           288 |           288 |               1 |               1 |
| Claire | Eggs   |       7 |   2020 |    25 |           714 |           714 |           714 |           714 |               1 |               1 |
| Mia    | Apple  |       4 |   2019 |    17 |           264 |           264 |           264 |           264 |               1 |               1 |
| Emily  | Ham    |       6 |   2020 |     2 |           942 |           942 |           942 |           942 |               1 |               1 |
| Wally  | Dates  |      10 |   2016 |    19 |           364 |           364 |           364 |           364 |               1 |               1 |
| Chae   | Butter |      11 |   2019 |    25 |           163 |           163 |           163 |           163 |               1 |               1 |
| Chae   | Dates  |      10 |   2018 |    18 |           758 |           758 |           758 |           758 |               1 |               1 |
| Emily  | Cherry |       7 |   2020 |    12 |           475 |           475 |           475 |           475 |               1 |               1 |
| Emily  | Ham    |      11 |   2018 |     1 |           684 |           684 |           684 |           684 |               1 |               1 |
| Emily  | Cherry |       1 |   2020 |     6 |           878 |           878 |           878 |           878 |               1 |               1 |
| Boo    | Butter |       6 |   2016 |    28 |           731 |           731 |           731 |           731 |               1 |               1 |
| Dan    | Ice    |      10 |   2017 |    22 |           790 |           790 |           790 |           790 |               1 |               1 |
| Sam    | Dates  |       4 |   2019 |    13 |            61 |            61 |            61 |            61 |               1 |               1 |
| Claire | Ice    |      10 |   2016 |     9 |           657 |           657 |           657 |           657 |               1 |               1 |
| Chae   | Dates  |       5 |   2017 |    30 |           524 |           524 |           524 |           524 |               1 |               1 |
| Chae   | Butter |       4 |   2017 |    21 |           925 |           925 |           925 |           925 |               1 |               1 |
| Mia    | Dates  |       2 |   2019 |    23 |           670 |           670 |           670 |           670 |               1 |               1 |
| Boo    | Ice    |       6 |   2016 |    26 |           438 |           438 |           438 |           438 |               1 |               1 |
| Chae   | Eggs   |      10 |   2017 |    18 |           993 |           993 |           993 |           993 |               1 |               1 |
| Dan    | Apple  |       5 |   2016 |    30 |           125 |           125 |           125 |           125 |               1 |               1 |
| Sam    | Fish   |       4 |   2016 |    11 |           479 |           479 |           479 |           479 |               1 |               1 |
| Sam    | Apple  |       3 |   2016 |    21 |           479 |           479 |           479 |           479 |               1 |               1 |
| Mia    | Grapes |       2 |   2019 |     9 |           643 |           643 |           643 |           643 |               1 |               1 |
| Claire | Butter |       1 |   2016 |    15 |           229 |           229 |           229 |           229 |               1 |               1 |
| Sam    | Butter |      11 |   2020 |    10 |           857 |           857 |           857 |           857 |               1 |               1 |
| Dan    | Dates  |      11 |   2020 |    28 |           495 |           495 |           495 |           495 |               1 |               1 |
| Mia    | Jelly  |       4 |   2017 |    15 |           970 |           970 |           970 |           970 |               1 |               1 |
| Sam    | Apple  |      12 |   2020 |    31 |           866 |           866 |           866 |           866 |               1 |               1 |
| Mia    | Dates  |       3 |   2019 |    14 |           826 |           826 |           826 |           826 |               1 |               1 |
| Boo    | Dates  |       3 |   2019 |    12 |           562 |           562 |           562 |           562 |               1 |               1 |
| Dan    | Ice    |       5 |   2016 |    16 |           703 |           703 |           703 |           703 |               1 |               1 |
| Mia    | Jelly  |       4 |   2016 |     3 |           450 |           450 |           450 |           450 |               1 |               1 |
| Helen  | Butter |       8 |   2019 |    31 |           564 |           564 |           564 |           564 |               1 |               1 |
| Chae   | Dates  |      12 |   2017 |     5 |           964 |           964 |           964 |           964 |               1 |               1 |
| Wally  | Apple  |      10 |   2018 |     1 |           323 |           323 |           323 |           323 |               1 |               1 |
| Sam    | Dates  |       6 |   2016 |    16 |            83 |            83 |            83 |            83 |               1 |               1 |
| Helen  | Jelly  |       2 |   2016 |    23 |           525 |           525 |           525 |           525 |               1 |               1 |
| Mia    | Eggs   |      10 |   2017 |    10 |           623 |           623 |           623 |           623 |               1 |               1 |
| Dan    | Grapes |       9 |   2017 |     7 |            84 |            84 |            84 |            84 |               1 |               1 |
| Boo    | Eggs   |       9 |   2016 |    17 |           498 |           498 |           498 |           498 |               1 |               1 |
| Mia    | Ice    |       3 |   2019 |    20 |           667 |           667 |           667 |           667 |               1 |               1 |
| Emily  | Ham    |       3 |   2018 |    17 |           407 |           407 |           407 |           407 |               1 |               1 |
| Emily  | Butter |       4 |   2017 |    25 |           481 |           481 |           481 |           481 |               1 |               1 |
| Claire | Dates  |      10 |   2016 |     6 |           287 |           287 |           287 |           287 |               1 |               1 |
| Claire | Ice    |       9 |   2019 |    30 |           866 |           866 |           866 |           866 |               1 |               1 |
| Emily  | Ham    |       5 |   2018 |    18 |           207 |           207 |           207 |           207 |               1 |               1 |
| Helen  | Butter |       1 |   2020 |     9 |           272 |           272 |           272 |           272 |               1 |               1 |
| Boo    | Butter |       7 |   2017 |    23 |           333 |           333 |           333 |           333 |               1 |               1 |
| Dan    | Ham    |      12 |   2019 |    20 |           546 |           546 |           546 |           546 |               1 |               1 |
| Mia    | Ham    |       5 |   2020 |     7 |           506 |           506 |           506 |           506 |               1 |               1 |
| Claire | Eggs   |       8 |   2019 |    16 |           151 |           151 |           151 |           151 |               1 |               1 |
| Mia    | Cherry |       4 |   2017 |    24 |            31 |            31 |            31 |            31 |               1 |               1 |
| Sam    | Butter |      10 |   2020 |    14 |           789 |           789 |           789 |           789 |               1 |               1 |
| Chae   | Fish   |       1 |   2016 |     2 |           540 |           540 |           540 |           540 |               1 |               1 |
| Helen  | Jelly  |       2 |   2020 |    21 |           534 |           534 |           534 |           534 |               1 |               1 |
| Boo    | Butter |      10 |   2020 |    31 |            96 |            96 |            96 |            96 |               1 |               1 |
| Emily  | Ice    |       8 |   2018 |    23 |           871 |           871 |           871 |           871 |               1 |               1 |
| Wally  | Cherry |       9 |   2016 |    17 |           332 |           332 |           332 |           332 |               1 |               1 |
| Boo    | Grapes |      10 |   2016 |    28 |           250 |           250 |           250 |           250 |               1 |               1 |
| Dan    | Grapes |       2 |   2020 |    11 |           870 |           870 |           870 |           870 |               1 |               1 |
| Mia    | Cherry |      12 |   2019 |    23 |           245 |           245 |           245 |           245 |               1 |               1 |
| Claire | Fish   |      11 |   2016 |    14 |            31 |            31 |            31 |            31 |               1 |               1 |
| Wally  | Dates  |      12 |   2019 |     4 |           611 |           611 |           611 |           611 |               1 |               1 |
| Mia    | Apple  |      11 |   2020 |    21 |           570 |           570 |           570 |           570 |               1 |               1 |
| Dan    | Fish   |       6 |   2020 |     7 |           711 |           711 |           711 |           711 |               1 |               1 |
| Mia    | Jelly  |       2 |   2019 |    19 |           391 |           391 |           391 |           391 |               1 |               1 |
| Boo    | Fish   |       4 |   2018 |    14 |           325 |           325 |           325 |           325 |               1 |               1 |
| Dan    | Cherry |       4 |   2016 |     9 |           153 |           153 |           153 |           153 |               1 |               1 |
| Wally  | Dates  |       7 |   2019 |    19 |           576 |           576 |           576 |           576 |               1 |               1 |
| Sam    | Fish   |       4 |   2016 |     1 |           444 |           444 |           444 |           444 |               1 |               1 |
| Sam    | Butter |       2 |   2020 |     9 |            23 |            23 |            23 |            23 |               1 |               1 |
| Mia    | Ice    |       9 |   2017 |     6 |           669 |           669 |           669 |           669 |               1 |               1 |
| Wally  | Apple  |       7 |   2020 |    10 |           478 |           478 |           478 |           478 |               1 |               1 |
| Helen  | Fish   |      10 |   2020 |    10 |           862 |           862 |           862 |           862 |               1 |               1 |
| Claire | Cherry |       4 |   2019 |    13 |           954 |           954 |           954 |           954 |               1 |               1 |
| Claire | Dates  |       6 |   2020 |    26 |            88 |            88 |            88 |            88 |               1 |               1 |
| Sam    | Fish   |       5 |   2019 |    13 |           535 |           535 |           535 |           535 |               1 |               1 |
| Chae   | Butter |       5 |   2018 |    23 |            83 |            83 |            83 |            83 |               1 |               1 |
| Sam    | Eggs   |       8 |   2016 |    15 |           359 |           359 |           359 |           359 |               1 |               1 |
| Emily  | Jelly  |       2 |   2018 |    26 |           181 |           181 |           181 |           181 |               1 |               1 |
| Boo    | Grapes |       8 |   2018 |    16 |            11 |            11 |            11 |            11 |               1 |               1 |
| Dan    | Apple  |       9 |   2018 |    25 |           104 |           104 |           104 |           104 |               1 |               1 |
| Helen  | Ham    |       5 |   2016 |    17 |            34 |            34 |            34 |            34 |               1 |               1 |
| Claire | Ham    |       5 |   2018 |    20 |             4 |             4 |             4 |             4 |               1 |               1 |
| Helen  | Ham    |       4 |   2018 |    19 |           127 |           127 |           127 |           127 |               1 |               1 |
| Wally  | Butter |       5 |   2019 |    18 |           550 |           550 |           550 |           550 |               1 |               1 |
| Boo    | Fish   |       1 |   2016 |     7 |           352 |           352 |           352 |           352 |               1 |               1 |
| Boo    | Eggs   |       8 |   2018 |     7 |           249 |           249 |           249 |           249 |               1 |               1 |
| Emily  | Ham    |       1 |   2017 |    16 |            92 |            92 |            92 |            92 |               1 |               1 |
| Mia    | Grapes |       2 |   2020 |    10 |           738 |           738 |           738 |           738 |               1 |               1 |
| Helen  | Grapes |       6 |   2016 |    20 |           173 |           173 |           173 |           173 |               1 |               1 |
| Chae   | Butter |      10 |   2020 |    13 |           172 |           172 |           172 |           172 |               1 |               1 |
| Sam    | Grapes |       8 |   2016 |    30 |           825 |           825 |           825 |           825 |               1 |               1 |
| Boo    | Dates  |       2 |   2016 |    17 |           429 |           429 |           429 |           429 |               1 |               1 |
| Helen  | Cherry |      11 |   2017 |    11 |           846 |           846 |           846 |           846 |               1 |               1 |
| Chae   | Jelly  |       4 |   2017 |     5 |           965 |           965 |           965 |           965 |               1 |               1 |
| Dan    | Grapes |       2 |   2016 |     1 |            90 |            90 |            90 |            90 |               1 |               1 |
| Claire | Jelly  |       6 |   2019 |    28 |           800 |           800 |           800 |           800 |               1 |               1 |
| Dan    | Grapes |       3 |   2017 |    21 |           561 |           561 |           561 |           561 |               1 |               1 |
| Helen  | Fish   |       6 |   2017 |     2 |           599 |           599 |           599 |           599 |               1 |               1 |
